Entry	Gene ontology IDs
EDO49892	GO:0005741,  GO:0008630,  GO:0016021,  GO:0042803,  GO:0042981,  GO:0046982,  GO:0097192
EDO41772	GO:0001561,  GO:0048244
EDO47144	GO:0000287,  GO:0004709,  GO:0005524
EDO42505	GO:0016021
EDO41899	GO:0005096,  GO:0005765,  GO:0010506,  GO:0032007,  GO:0034198,  GO:0035556,  GO:1990130
EDO41898	GO:0005096,  GO:0005765,  GO:0010506,  GO:0032007,  GO:0034198,  GO:1990130
EDO37761	GO:0030433,  GO:0031593,  GO:0034098,  GO:0071712
EDO49632	GO:0000785,  GO:0005634,  GO:0006281,  GO:0007064
EDO42479	
EDO35721	
EDO38471	GO:0007275,  GO:0030154
EDO38470	GO:0007275,  GO:0030154
EDO36164	GO:0000070,  GO:0000941,  GO:0051382
EDO34464	GO:0005102,  GO:0005576,  GO:0009986,  GO:0048856
EDO26036	GO:0046983
EDO45359	GO:0005737,  GO:0019901,  GO:0035091
EDO42424	GO:0005509,  GO:0016807,  GO:1990380
EDO30381	GO:0005634,  GO:0005737,  GO:0005876,  GO:0031398,  GO:0043027,  GO:0043154,  GO:0061630,  GO:0090307,  GO:1990001
EDO33935	GO:0000463,  GO:0003729,  GO:0003735,  GO:0006412,  GO:0022625
EDO38761	GO:0006511,  GO:0019005,  GO:0031146,  GO:0031461,  GO:0031466,  GO:0031625,  GO:0043161
EDO35794	GO:0006886,  GO:0016192,  GO:0030131
EDO44286	
EDO31127	GO:0004142,  GO:0004307,  GO:0005789,  GO:0005794,  GO:0006646,  GO:0016021,  GO:0016780
EDO40204	GO:0004144,  GO:0005886,  GO:0016021,  GO:0019432,  GO:0047196
EDO39941	GO:0004144,  GO:0005886,  GO:0016021,  GO:0019432,  GO:0047196
EDO33158	GO:0000184,  GO:0000339,  GO:0000398,  GO:0003729,  GO:0005634,  GO:0005845,  GO:0005846,  GO:0045292,  GO:0051028
EDO37852	
EDO42701	
EDO49110	
EDO39053	GO:0004748,  GO:0005829,  GO:0009263
EDO33799	GO:0004748,  GO:0005829,  GO:0009263
EDO44721	GO:0005634,  GO:0016706,  GO:0051864,  GO:0070544
EDO30494	GO:0016021
EDO33322	
KII65923	GO:0005524,  GO:0016021,  GO:0016787
EDO32546	GO:0000145,  GO:0006887,  GO:0006893,  GO:0015031,  GO:0016192
EDO34340	GO:0016491
EDO39199	
EDO39694	GO:0016491
EDO35585	GO:0004674,  GO:0004698,  GO:0005524,  GO:0018105,  GO:0035556,  GO:0046872
EDO39811	GO:0005044,  GO:0016020
EDO37718	GO:0005507,  GO:0016641
EDO39335	GO:0005096,  GO:0051056
EDO49036	GO:0005506,  GO:0005783,  GO:0016021,  GO:0016705,  GO:0018401,  GO:0031418
EDO43914	
EDO35522	GO:0004674,  GO:0005524
EDO45732	
EDO30444	
EDO45692	GO:0004725,  GO:0006470
EDO41096	GO:0006935,  GO:0008017,  GO:0016021,  GO:0023041,  GO:0030867,  GO:0031965,  GO:0051015
EDO41273	
EDO45355	
EDO39841	GO:0000086,  GO:0004725,  GO:0005634,  GO:0005737,  GO:0010971,  GO:0045931,  GO:0110032
EDO43726	GO:0005509
EDO37585	GO:0003878,  GO:0005524,  GO:0005829,  GO:0006085,  GO:0006101,  GO:0006633,  GO:0046872,  GO:0048037
EDO42990	GO:0009058,  GO:0016021,  GO:0016740,  GO:0030170
EDO46960	GO:0005623,  GO:0045454
EDO38001	GO:0003677,  GO:0005524,  GO:0005634
EDO28935	GO:0003677,  GO:0005524,  GO:0005634
EDO45851	GO:0005634,  GO:0033260
EDO41316	GO:0004144,  GO:0005886,  GO:0016021,  GO:0019432,  GO:0047196
EDO39231	GO:0000463,  GO:0005654,  GO:0030687,  GO:0043021,  GO:0070545
EDO39929	GO:0016021,  GO:0055085
EDO39947	GO:0004322,  GO:0005506,  GO:0005623,  GO:0005737,  GO:0006826,  GO:0006880,  GO:0008198,  GO:0008199
EDO36897	GO:0003677,  GO:0003899,  GO:0005665,  GO:0006366,  GO:0032549
EDO46217	
EDO37683	GO:0004519,  GO:0005634,  GO:0005737,  GO:0032790,  GO:0046872,  GO:0070481,  GO:0070651,  GO:0070966,  GO:0071025
EDO42509	GO:0004096,  GO:0016702,  GO:0020037,  GO:0046872
EDO29209	GO:0016702,  GO:0046872
EDO43171	GO:0016021
EDO45824	GO:0004820,  GO:0005524,  GO:0005737,  GO:0005739,  GO:0006426,  GO:0070150
EDO42467	GO:0005764,  GO:0005769,  GO:0005770,  GO:0005794,  GO:0006623,  GO:0010008,  GO:0016192,  GO:0030136,  GO:0030897,  GO:0035542,  GO:0042144
EDO34646	GO:0004674,  GO:0005524
EDO42121	GO:0005829,  GO:0047134
EDO33338	GO:0002098,  GO:0003723,  GO:0016300,  GO:0016491
EDO41315	GO:0004930,  GO:0005887,  GO:0007216,  GO:0008066,  GO:0051966
EDO42440	
EDO42273	GO:0005319,  GO:0016021
EDO33397	
EDO42044	GO:0003777,  GO:0005524,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0016887
EDO29791	GO:0000724,  GO:0005634,  GO:0005694,  GO:0005737,  GO:0006268,  GO:0006281,  GO:0006310,  GO:0009378,  GO:0032508,  GO:0043138
EDO37196	GO:0004842,  GO:0008270
EDO45417	
EDO47303	GO:0000455,  GO:0003723,  GO:0009982
EDO38475	GO:0003676
EDO31917	
EDO44478	
EDO35355	
EDO34928	GO:0005750,  GO:0006122,  GO:0009055,  GO:0016021,  GO:0031224
EDO38838	GO:0006511,  GO:0016567,  GO:0019005,  GO:0031146
EDO45471	
EDO45470	
EDO45216	GO:0004674,  GO:0005524
EDO36222	GO:0004362,  GO:0005623,  GO:0005737,  GO:0009055,  GO:0015035,  GO:0034599,  GO:0045454
EDO41304	
EDO42930	GO:0003688,  GO:0005664,  GO:0006270
EDO49706	GO:0000079,  GO:0000307,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0016538,  GO:0019901,  GO:0044772
EDO36416	GO:0000122,  GO:0004861,  GO:0005634,  GO:0005654,  GO:0005737,  GO:0045736,  GO:0097322
EDO34335	GO:0005509,  GO:0005739,  GO:0006072,  GO:0009331,  GO:0052591
EDO47785	GO:0003713,  GO:0005672,  GO:0017025,  GO:0045944,  GO:0051091,  GO:0051123
KII67067	GO:0003723
EDO46977	GO:0006999,  GO:0016021,  GO:0017056,  GO:0070762
EDO41622	
EDO38085	GO:0005524
EDO37740	GO:0035091
EDO43750	GO:0004630,  GO:0005794,  GO:0006654,  GO:0048017,  GO:0048870
EDO38793	GO:0003676
EDO37705	
EDO42570	GO:0004842,  GO:0005737,  GO:0051603
EDO44398	GO:0005509
EDO46914	GO:0005739,  GO:0006552,  GO:0016874,  GO:1905202
EDO43631	GO:0003774,  GO:0003779,  GO:0004672,  GO:0005524,  GO:0016459
EDO36915	
EDO47849	GO:0004222,  GO:0008270
EDO31514	GO:0016021
EDO35940	GO:0004452,  GO:0005737,  GO:0009240,  GO:0016787
EDO38023	GO:0016021,  GO:0019835
EDO30596	GO:0000462,  GO:0003735,  GO:0006412,  GO:0022627
EDO42652	GO:0006886
EDO37935	GO:0003924,  GO:0005525,  GO:0005634,  GO:0005764,  GO:0009267,  GO:0010506,  GO:0032008,  GO:0034448,  GO:0071230,  GO:1990131
EDO31445	GO:0005737,  GO:0008190,  GO:0045947
EDO32578	
EDO43618	GO:0016021,  GO:0035556,  GO:0055085
EDO27035	GO:0005524,  GO:0008817,  GO:0009236
EDO38003	GO:0003677,  GO:0003887,  GO:0006271,  GO:0042575,  GO:0043625
EDO32261	GO:0004197,  GO:0004222,  GO:0030176,  GO:0071586
EDO36080	GO:0003963,  GO:0005634,  GO:0006396
EDO48665	GO:0004930,  GO:0005887,  GO:0007216,  GO:0008066,  GO:0051966
EDO26985	
EDO33708	GO:0004176,  GO:0004252,  GO:0006515,  GO:0009368,  GO:0051117
EDO33279	GO:0016021
EDO32080	GO:0003676
EDO42932	GO:0005886,  GO:0007275,  GO:0016021,  GO:0017147,  GO:0042813,  GO:0060070
EDO40670	GO:0003824
EDO43842	GO:0030194,  GO:0047710
EDO44956	
EDO43647	GO:0003351,  GO:0005576,  GO:0007368,  GO:0036157,  GO:0036159
EDO40871	
EDO42909	GO:0000790,  GO:0003682,  GO:0005737
EDO33561	GO:0004739,  GO:0005967,  GO:0006086
EDO37005	GO:0061138
EDO38932	GO:0005739,  GO:0016491,  GO:0071949
EDO36193	
EDO41196	
EDO44741	GO:0005829,  GO:0022008
EDO49909	
EDO31983	GO:0002181,  GO:0003723,  GO:0003735,  GO:0022625
EDO45980	
EDO40140	
EDO45605	GO:0003746,  GO:0003924,  GO:0005525,  GO:0006414,  GO:0043022,  GO:1990904
EDO47670	
EDO45045	GO:0016021,  GO:0035869,  GO:0036038,  GO:1904491,  GO:1905515
EDO42446	GO:0000724,  GO:0003688,  GO:0003697,  GO:0005524,  GO:0005634,  GO:0006270,  GO:0042555
EDO42394	GO:0000226,  GO:0008017
EDO43334	GO:0005524,  GO:0005829,  GO:0006457,  GO:0009408,  GO:0031072,  GO:0046872,  GO:0051082
EDO47777	GO:0001726,  GO:0005200,  GO:0005623,  GO:0005856,  GO:0005925,  GO:0007016,  GO:0007155,  GO:0051015
EDO32929	GO:0003956,  GO:0004842,  GO:0005737,  GO:0006471,  GO:0051603
EDO48169	
EDO34343	
EDO35919	
KII63605	
EDO45525	GO:0004705,  GO:0004707,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0007254,  GO:0010468,  GO:0035556
EDO46416	GO:0004672,  GO:0004694,  GO:0005524
EDO34050	GO:0010923,  GO:0019902
EDO43846	GO:0016021
EDO47767	GO:0000103,  GO:0004020,  GO:0004781,  GO:0005524,  GO:0050428
EDO41093	GO:0004222,  GO:0005737,  GO:0016021,  GO:0031293
EDO46581	GO:0016021,  GO:0022857
EDO35422	GO:0003824,  GO:0005516,  GO:0005886,  GO:0005964,  GO:0005977,  GO:0006468
EDO42037	GO:0005789,  GO:0032434,  GO:0034976,  GO:0071568,  GO:1990592
EDO29383	
EDO46359	GO:0016021,  GO:0038023
EDO43710	GO:0016021,  GO:0016787,  GO:0019369,  GO:0046340
EDO38832	GO:0015276,  GO:0016021
EDO31214	GO:0003986,  GO:0006083,  GO:0008775,  GO:0019679
EDO49609	GO:0003924,  GO:0005525
EDO29880	GO:0003924,  GO:0005525,  GO:0005794,  GO:0005829,  GO:0006886,  GO:0006890,  GO:0006891,  GO:0012505,  GO:0032482,  GO:0042147
EDO29941	GO:0004639,  GO:0005829,  GO:0006189
EDO37755	
EDO37754	
EDO42382	
EDO39971	
EDO46186	GO:0005634,  GO:0005739,  GO:0008270
EDO34919	GO:0000981,  GO:0005634,  GO:0044212
EDO32694	GO:0005829,  GO:0006511,  GO:0031593
EDO37069	GO:0004672,  GO:0005524
EDO34117	
EDO48237	GO:0004930,  GO:0005509,  GO:0005886,  GO:0007156,  GO:0007166,  GO:0016021,  GO:0098609
KII68337	GO:0005524,  GO:0015986,  GO:0045261,  GO:0046933
EDO40471	GO:0005737,  GO:0017196,  GO:0031415
EDO36009	
EDO37134	GO:0004620,  GO:0005737,  GO:0046872
EDO31818	
EDO47609	GO:0004725,  GO:0008138
EDO37493	GO:0004028,  GO:0006081,  GO:0016021
EDO47728	GO:0005783,  GO:0006888,  GO:0006890,  GO:0030134,  GO:0030173,  GO:0030176
EDO47990	GO:0003924,  GO:0005525,  GO:0006886,  GO:0012505,  GO:0032482
EDO45666	GO:0005524,  GO:0005739,  GO:0005743,  GO:0006457,  GO:0019901,  GO:0051082
EDO26116	
EDO30816	GO:0005838,  GO:0030234,  GO:0043161
EDO32902	GO:0004623,  GO:0005509,  GO:0005576,  GO:0006644,  GO:0016042,  GO:0050482
EDO34437	
EDO47846	
EDO41409	
EDO38488	GO:0004146,  GO:0005739,  GO:0006545,  GO:0046452,  GO:0046654,  GO:0046655,  GO:0050661
EDO48960	GO:0003824,  GO:0016021
EDO38599	GO:0003677,  GO:0003887,  GO:0005737,  GO:0006261
EDO43131	GO:0003677,  GO:0003887,  GO:0006261
EDO46042	GO:0000184,  GO:0016021
EDO44125	GO:0005829,  GO:0008289,  GO:0015248,  GO:0016020,  GO:0032934,  GO:0043231
EDO35825	
EDO36547	GO:0003899,  GO:0005666,  GO:0006383
EDO47401	GO:0003723,  GO:0006396,  GO:0008173
EDO49174	GO:0005615,  GO:0009986
EDO45914	GO:0016021,  GO:0032880,  GO:0035869,  GO:0060170,  GO:0060271
EDO47075	GO:0003777,  GO:0005524,  GO:0005871,  GO:0005874,  GO:0007018,  GO:0008017,  GO:0016887,  GO:0060271
EDO40477	GO:0000492,  GO:0000812,  GO:0003678,  GO:0005524,  GO:0006338,  GO:0006357,  GO:0016573,  GO:0031011,  GO:0035267,  GO:0043139,  GO:0097255
EDO33538	GO:0003677,  GO:0003700,  GO:0005524,  GO:0005634
EDO46306	GO:0003723
EDO39492	GO:0005737,  GO:0016020,  GO:0031514,  GO:0034464,  GO:0036064,  GO:0043005,  GO:0060271,  GO:1905515
KII73419	GO:0003677,  GO:0004519
KII70783	GO:0004674,  GO:0005524
EDO39327	GO:0003743,  GO:0003924,  GO:0005525,  GO:0005739,  GO:0070124
EDO49242	
EDO29806	
EDO41188	GO:0009435,  GO:0033735,  GO:0050661
EDO32054	GO:0003824
EDO40954	
EDO39038	GO:0000278,  GO:0000922,  GO:0000923,  GO:0000930,  GO:0005813,  GO:0008274,  GO:0031122,  GO:0043015,  GO:0051225,  GO:0051321,  GO:0051415
EDO39357	GO:0000062,  GO:0005739,  GO:0017099,  GO:0050660
EDO46176	GO:0005886,  GO:0051301
EDO48267	
EDO38707	
EDO36050	GO:0005886,  GO:0016021,  GO:0033211,  GO:0038023
EDO36855	GO:0003723
EDO38337	GO:0005643,  GO:0005654,  GO:0005829,  GO:0006607,  GO:0008139,  GO:0061608
EDO42332	GO:0010506
EDO45134	GO:0010997,  GO:0097027,  GO:1904668
EDO44966	GO:0005506,  GO:0009055,  GO:0051537,  GO:0071949
KII74159	GO:0003676,  GO:0015074
EDO41832	GO:0005737,  GO:0006915,  GO:0042981,  GO:0097153
EDO40379	GO:0005509,  GO:0007156,  GO:0009986,  GO:0016021,  GO:0045211,  GO:0050806,  GO:0051965
EDO33170	GO:0016706
EDO41961	GO:0004754,  GO:0005737,  GO:0009085
EDO31310	
EDO43270	
EDO40838	
EDO44979	GO:0004032,  GO:0005829,  GO:0008106,  GO:0016491
EDO36904	GO:0005737,  GO:0006469,  GO:0032007,  GO:0048011
EDO46763	GO:0000724,  GO:0000781,  GO:0003697,  GO:0005634,  GO:0005662,  GO:0006260,  GO:0006281,  GO:0006289,  GO:0035861
EDO37375	GO:0000054,  GO:0003924,  GO:0005525,  GO:0005634,  GO:0005737,  GO:0006606
EDO40164	GO:0005737,  GO:0007165
EDO37506	GO:0016021
EDO31526	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0016055,  GO:0018105
EDO42084	GO:0003824
EDO41724	GO:0016021
EDO39258	GO:0016021
EDO42815	GO:0004930,  GO:0005887,  GO:0007216,  GO:0008066,  GO:0051966
EDO47409	GO:0003924,  GO:0005525,  GO:0005940,  GO:0015630,  GO:0031105,  GO:0032153,  GO:0034613,  GO:0060090,  GO:0061640
EDO43006	
EDO42706	GO:0005634,  GO:0034773,  GO:0042799
EDO33057	
EDO41979	GO:0004672,  GO:0005524
EDO48283	GO:0000786,  GO:0000790,  GO:0003677,  GO:0006325,  GO:0006342,  GO:0046982
EDO47611	GO:0005634,  GO:0006479,  GO:0008168
EDO29364	
EDO38837	
EDO37427	GO:0007165
EDO42100	GO:0000175
EDO35331	GO:0005085,  GO:0007264
EDO35639	GO:0004370,  GO:0005739,  GO:0006071,  GO:0006641,  GO:0016310,  GO:0016773,  GO:0046167
EDO31963	GO:0005783,  GO:0008201,  GO:0048019,  GO:0050750
EDO49653	GO:0005509
EDO43784	GO:0003824,  GO:0032504,  GO:0046983
EDO47017	GO:0005615,  GO:0008083,  GO:0008284,  GO:0016020,  GO:0031954,  GO:0070851
EDO47140	GO:0003333,  GO:0005774,  GO:0015171,  GO:0016021
EDO37884	GO:0000079,  GO:0000307,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0016538,  GO:0019901,  GO:0044772
EDO32351	GO:0003682,  GO:0005634,  GO:0010369
EDO38453	GO:0005743,  GO:0016021,  GO:0022857
EDO40615	
EDO38126	
EDO43282	
EDO49746	GO:0002098,  GO:0005634,  GO:0005737,  GO:0016300
EDO40715	GO:0004180
EDO30319	GO:0003676,  GO:0005634
EDO34746	
EDO34301	GO:0003690,  GO:0005739,  GO:0006355,  GO:0006390,  GO:0061668
EDO39130	GO:0005524,  GO:0016021,  GO:0016887,  GO:0042626,  GO:0055085
EDO44985	GO:0003677,  GO:0006281,  GO:0017108,  GO:0048256
EDO32736	GO:0004197,  GO:0004843,  GO:0006511,  GO:0016579
EDO37725	GO:0016020
EDO33540	GO:0005634,  GO:0005737,  GO:0006468,  GO:0019901,  GO:0031588,  GO:0050790
EDO43481	GO:0005524,  GO:0008540,  GO:0030163,  GO:0031597,  GO:0036402,  GO:0045899
EDO43164	GO:0003924,  GO:0005525,  GO:0006886,  GO:0012505,  GO:0032482
EDO46548	GO:0005509
EDO42491	GO:0000176,  GO:0000177,  GO:0005730,  GO:0016075,  GO:0034427,  GO:0034475,  GO:0071028,  GO:0071051
EDO30326	GO:0000981,  GO:0003676,  GO:0005634,  GO:0006357
EDO31902	GO:0000166,  GO:0000712,  GO:0000724,  GO:0005654,  GO:0016604,  GO:0031422
EDO49543	GO:0051260
EDO25520	GO:0000724,  GO:0003676,  GO:0005524,  GO:0005634,  GO:0005694,  GO:0005737,  GO:0006268,  GO:0006281,  GO:0006310,  GO:0009378,  GO:0032508,  GO:0043138
EDO49574	GO:0003924,  GO:0005525,  GO:0005786,  GO:0005829,  GO:0006616,  GO:0008312,  GO:0030942
EDO38219	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO49420	GO:0004693,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468
EDO32032	GO:0005739,  GO:0016021
EDO47188	GO:0005262,  GO:0030176,  GO:0032469
EDO40528	GO:0005524,  GO:0006464
EDO31036	GO:0016021
EDO41492	GO:0005634,  GO:0006355
EDO34689	GO:0005643,  GO:0008139,  GO:0017056
EDO41235	GO:0003677,  GO:0003729,  GO:0003735,  GO:0006281,  GO:0006412
EDO38319	GO:0000406,  GO:0005524,  GO:0005634,  GO:0006298,  GO:0006301,  GO:0006310,  GO:0008094,  GO:0030983,  GO:0032300,  GO:0032301,  GO:0032302,  GO:0043570,  GO:0045910
EDO48390	
EDO33171	GO:0003924,  GO:0005525,  GO:0005768,  GO:0006886,  GO:0006887,  GO:0012505,  GO:0032482,  GO:0055037
EDO37751	GO:0051260
EDO37379	
EDO45176	
EDO37825	GO:0004478,  GO:0005524,  GO:0005829,  GO:0006556,  GO:0006730,  GO:0046872
KII70587	
EDO50049	GO:0005198,  GO:0005634,  GO:0005829,  GO:0006511,  GO:0008541,  GO:0043248
EDO48851	GO:0005509
EDO36563	GO:0030246
EDO38324	GO:0030904,  GO:0031901,  GO:0032266,  GO:0032456,  GO:0033157,  GO:0034499
EDO45864	GO:0016021
EDO33807	
KII64129	GO:0003676,  GO:0008270,  GO:0015074
EDO36849	GO:0000149,  GO:0005484,  GO:0006886,  GO:0006906,  GO:0012505,  GO:0016021,  GO:0031201,  GO:0048278
EDO36852	GO:0046872
EDO40281	
EDO46814	GO:0004454,  GO:0005737,  GO:0006000,  GO:0009744,  GO:0009749,  GO:0009750,  GO:0010043,  GO:0019200,  GO:0032868,  GO:0070873
EDO43469	GO:0004122,  GO:0004124,  GO:0005737,  GO:0006535,  GO:0019343,  GO:0019346,  GO:0030170,  GO:0050667,  GO:0070814
EDO46236	GO:0004565,  GO:0005773,  GO:0005975
EDO34862	
EDO39129	GO:0005125,  GO:0005615,  GO:0008083,  GO:0010862,  GO:0060395
EDO37213	GO:0005737,  GO:0042981
KII67983	
KII67676	GO:0004326,  GO:0005524
EDO31670	
EDO45102	GO:0000981,  GO:0005634,  GO:0006357,  GO:0009653,  GO:0030154,  GO:0043565
EDO34156	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO38824	GO:0003857,  GO:0006631
EDO49579	
EDO44809	GO:0005509
EDO38990	
EDO39184	
EDO49878	GO:0004197,  GO:0004843,  GO:0006511,  GO:0008270,  GO:0016579
EDO34153	GO:0000176,  GO:0000177,  GO:0000467,  GO:0016075,  GO:0017091,  GO:0034427,  GO:0034473,  GO:0034475,  GO:0034476,  GO:0043928,  GO:0071028,  GO:0071035,  GO:0071038,  GO:0071042
EDO34029	GO:0005737
EDO44662	GO:0004585,  GO:0005739,  GO:0016597,  GO:0019240,  GO:0042450,  GO:0043231
EDO41956	
EDO35439	GO:0016021
EDO40822	GO:0005109,  GO:0005615,  GO:0016055,  GO:0030182,  GO:0045165
EDO49055	GO:0008146
EDO33856	GO:0006486,  GO:0016021,  GO:0032580,  GO:0036065,  GO:0046920
EDO30334	GO:0005929,  GO:0016021
EDO46185	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005813,  GO:0007059
EDO35228	GO:0004691,  GO:0005524,  GO:0005952,  GO:0007165,  GO:0018105
EDO43578	GO:0003676,  GO:0005737,  GO:0008408
KII61560	GO:0003676,  GO:0015074
KII71531	
EDO28986	GO:0046872
KII65300	GO:0003676,  GO:0015074
EDO40192	GO:0004512,  GO:0005737,  GO:0006021,  GO:0008654
EDO45334	GO:0005758,  GO:0015035,  GO:0022417,  GO:0045041
EDO47213	GO:0000774,  GO:0001405,  GO:0006457,  GO:0030150,  GO:0042803,  GO:0051082,  GO:0051087
EDO45056	
EDO40484	GO:0001405,  GO:0016021,  GO:0030150
EDO48242	GO:0008168
EDO34516	
EDO49009	GO:0005623,  GO:0009055,  GO:0015035,  GO:0045454
EDO41333	
EDO35066	
EDO31056	GO:0016021,  GO:0016616
EDO48458	
EDO45981	
KII69716	
KII62204	GO:0003676,  GO:0004190,  GO:0008270,  GO:0015074
EDO46135	GO:0000977,  GO:0003700,  GO:0005634,  GO:0031490,  GO:0043565
EDO48587	GO:0004175,  GO:0004298,  GO:0005634,  GO:0005737,  GO:0005839,  GO:0010498,  GO:0010499,  GO:0019773,  GO:0043161
EDO36324	GO:0000828,  GO:0000829,  GO:0000832,  GO:0005524,  GO:0005829,  GO:0006020,  GO:0032958,  GO:0033857,  GO:0052723,  GO:0052724,  GO:0102092
EDO27856	GO:0000828,  GO:0000829,  GO:0000832,  GO:0005524,  GO:0005829,  GO:0006020,  GO:0032958,  GO:0033857,  GO:0052723,  GO:0052724,  GO:0102092
EDO36882	
EDO39365	
EDO37217	GO:0004930,  GO:0005887,  GO:0007186
EDO40632	GO:0016021
EDO49757	GO:0000122,  GO:0017053,  GO:0031523
EDO40867	GO:0004325,  GO:0005739,  GO:0006783
EDO49070	GO:2000058
EDO35583	GO:0008168
EDO34457	GO:0016021
EDO43644	
EDO38901	GO:0004842,  GO:0005164,  GO:0009898,  GO:0031625,  GO:0033209,  GO:0043122,  GO:0046330,  GO:0046872,  GO:0070534
EDO31080	GO:0042407,  GO:0061617,  GO:0070584
EDO31980	GO:0005739,  GO:0008470,  GO:0050660
EDO35208	GO:0004056,  GO:0005737,  GO:0042450
EDO41464	GO:0042393
EDO30797	GO:0016021
EDO31951	
EDO33761	GO:0005783,  GO:0005794,  GO:0006486,  GO:0008375,  GO:0015012,  GO:0015020,  GO:0016021,  GO:0016757
EDO46993	GO:0005615,  GO:0008081,  GO:0016021
EDO48154	GO:0005509
EDO43977	GO:0000460,  GO:0000470,  GO:0005730,  GO:0006364,  GO:0030687
EDO33700	GO:0010997,  GO:0097027,  GO:1904668
EDO49572	GO:0004491,  GO:0005739,  GO:0006210,  GO:0006573,  GO:0006574,  GO:0018478
EDO44989	GO:0004096,  GO:0020037
EDO47967	GO:0005262,  GO:0005509,  GO:0016020,  GO:0016021,  GO:0050982
EDO39591	GO:0004096,  GO:0020037
EDO44410	GO:0016491
EDO42441	GO:0005777,  GO:0008458
EDO33717	
EDO49079	GO:0005868,  GO:0007018,  GO:0010970,  GO:0045503,  GO:0045504,  GO:2000582
EDO43380	GO:0005080,  GO:0005634,  GO:0005938,  GO:0007098,  GO:0007163,  GO:0016324,  GO:0017048,  GO:0060341
EDO34398	GO:0016706
EDO47381	GO:0006487,  GO:0016021,  GO:0036071,  GO:0046921
EDO41140	GO:0004849,  GO:0005524,  GO:0009116,  GO:0016301
EDO42602	
EDO34885	
EDO37660	
EDO46917	GO:0004571,  GO:0005509,  GO:0008152,  GO:0016020
EDO38624	GO:0005747,  GO:0008137,  GO:0022904
EDO48070	GO:0006511,  GO:0016567,  GO:0019005,  GO:0031146
EDO40983	
EDO45763	GO:0003824
EDO32048	GO:0005262,  GO:0005623,  GO:0005887,  GO:0006874,  GO:0008273,  GO:0070588
EDO48627	GO:0006366
EDO33169	GO:0016021
EDO33012	GO:0005623,  GO:0005739,  GO:0005759,  GO:0009055,  GO:0015035,  GO:0045454,  GO:0046872,  GO:0051537
EDO36406	GO:0000109,  GO:0000209,  GO:0006283,  GO:0031464,  GO:0043161,  GO:0045739
EDO43828	
EDO26523	
EDO33701	
EDO30294	
EDO27879	GO:0004307,  GO:0005789,  GO:0005794,  GO:0006646,  GO:0016021,  GO:0016780
EDO29764	GO:0005509
EDO38360	GO:0003735,  GO:0005739,  GO:0005840,  GO:0006412
EDO33866	GO:0003924,  GO:0005525,  GO:0005737,  GO:0005930,  GO:0006886,  GO:0016192,  GO:0060271,  GO:0061512
EDO37715	
EDO38583	GO:0003676,  GO:0031047
EDO34957	
EDO31362	
EDO31953	
EDO30895	GO:0005112,  GO:0005509
EDO33293	
EDO33912	GO:0005802,  GO:0032367
EDO36375	
EDO40453	GO:0004843,  GO:0005737,  GO:0006511,  GO:0016579
EDO44505	GO:0030173
EDO46129	GO:0003906,  GO:0004528,  GO:0005634,  GO:0006284,  GO:0008270,  GO:0008311,  GO:0140078
EDO48572	
EDO47094	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO37344	GO:0006511,  GO:0016021,  GO:0044390,  GO:0061630,  GO:0071712
EDO47278	GO:0004623,  GO:0006644,  GO:0050482
EDO42953	GO:0005201,  GO:0005615,  GO:0030198,  GO:0030414,  GO:0031012
EDO45314	GO:0016706
KII65011	GO:0003824
EDO34261	GO:0003746,  GO:0005759,  GO:0006414,  GO:0070125
EDO34116	
EDO44544	GO:0016021,  GO:0022857,  GO:0098656
EDO42123	GO:0016021,  GO:0022857,  GO:0098656
EDO40960	GO:0016021
EDO45991	GO:0016021
EDO29435	GO:0016020,  GO:0016298,  GO:0047372
EDO34309	GO:0005887
EDO47567	GO:0004129,  GO:0005751,  GO:0006123,  GO:0009060,  GO:0030234
EDO47220	GO:0005886,  GO:0030427,  GO:0030833,  GO:0030864,  GO:0051015
EDO34664	GO:0005739,  GO:0006744,  GO:0031314
EDO45527	GO:0000209,  GO:0005524,  GO:0006974,  GO:0046872,  GO:0061630
EDO35740	GO:0018095
KII75020	GO:0000150,  GO:0000724,  GO:0003690,  GO:0003697,  GO:0005524,  GO:0005634,  GO:0008094,  GO:1990426
EDO43956	GO:0000287,  GO:0004775,  GO:0004776,  GO:0005524,  GO:0005525,  GO:0005739,  GO:0006099,  GO:0006104,  GO:0042709
