Entry	Gene ontology IDs
EDO36786	GO:0001671,  GO:0051087,  GO:0051879
EDO30738	GO:0004843,  GO:0006511,  GO:0016579
EDO34132	GO:0005643,  GO:0006606
EDO37057	
EDO31302	GO:0000479,  GO:0004521,  GO:0005730
EDO49130	GO:0004445,  GO:0046855,  GO:0046856,  GO:0048016
EDO43834	GO:0005623,  GO:0005737,  GO:0005739,  GO:0006605,  GO:0008104,  GO:0017022,  GO:0031410,  GO:0047496,  GO:0048311
KII70525	GO:0003676,  GO:0004190,  GO:0008270
KII65512	GO:0003676,  GO:0015074
EDO47310	GO:0004175,  GO:0004298,  GO:0005634,  GO:0005737,  GO:0005839,  GO:0010498,  GO:0010499,  GO:0019773,  GO:0043161
EDO39432	GO:0000287,  GO:0004647,  GO:0005737,  GO:0006564,  GO:0016311,  GO:0016791
EDO42233	GO:0004385,  GO:0005829
EDO31186	GO:0006368,  GO:0008023
EDO35405	GO:0003677,  GO:0003700,  GO:0005634,  GO:0005667,  GO:0005737,  GO:0046983
EDO38105	GO:0000209,  GO:0005524,  GO:0005623,  GO:0005680,  GO:0006511,  GO:0010458,  GO:0010994,  GO:0031145,  GO:0051301,  GO:0061631,  GO:0070979,  GO:1904668
EDO43602	GO:0000398,  GO:0003723,  GO:0004386,  GO:0005524,  GO:0071013
EDO49281	
EDO41441	GO:0005829,  GO:0008289,  GO:0015248,  GO:0016020,  GO:0032934,  GO:0043231
EDO47765	GO:0008270,  GO:0016491
KII73983	GO:0003676,  GO:0008270
EDO39518	
EDO38047	
EDO32381	GO:0005483,  GO:0005774,  GO:0006886,  GO:0019905,  GO:0031201,  GO:0035494
EDO39603	GO:0004722,  GO:0004724,  GO:0005634,  GO:0005829,  GO:0046872
EDO39609	GO:0000974,  GO:0006397,  GO:0071013
EDO46942	GO:0016021
EDO48269	GO:0000145,  GO:0006887,  GO:0015031
EDO35241	GO:0005813,  GO:0005814,  GO:0007099,  GO:0051299,  GO:1902017,  GO:1902410
EDO33344	GO:0000398,  GO:0000974,  GO:0071013,  GO:0080008
EDO39343	
EDO46526	GO:0005794,  GO:0007030
EDO35206	GO:0003723,  GO:0003724,  GO:0005524,  GO:0005634,  GO:0007276,  GO:0030154,  GO:0043186
EDO41218	GO:0005829,  GO:0005975,  GO:0006099,  GO:0006107,  GO:0006108,  GO:0006734,  GO:0030060
EDO31646	
EDO31933	GO:0005829,  GO:0042147
EDO45665	GO:0000028,  GO:0000462,  GO:0032040,  GO:0034388
EDO38201	GO:0005737
EDO45969	GO:0005747,  GO:0006120,  GO:0016491,  GO:0022904,  GO:0046872,  GO:0051537
EDO36747	
EDO44058	GO:0005911,  GO:0007155,  GO:0071013
EDO45150	GO:0016021
EDO32140	GO:0001085,  GO:0003712,  GO:0005634,  GO:0006357,  GO:0008270,  GO:0016925,  GO:0061665
EDO38346	GO:0004637,  GO:0004641,  GO:0004644,  GO:0005524,  GO:0005829,  GO:0006164,  GO:0006189,  GO:0046084,  GO:0046872
EDO40086	GO:0005634,  GO:0006397,  GO:0006406,  GO:0035515,  GO:0035553
EDO36711	GO:0000172,  GO:0004526,  GO:0005730,  GO:0006364,  GO:0008033,  GO:0030677,  GO:0033204
EDO30709	GO:0006107,  GO:0006528,  GO:0006541,  GO:0050152
EDO45338	GO:0051184
EDO37509	GO:0003723,  GO:0005730,  GO:0030687,  GO:0042255,  GO:0042273
EDO34943	GO:0003973,  GO:0005739,  GO:0047545
EDO36605	GO:0003924,  GO:0005525
KII68662	GO:0003676,  GO:0008270
EDO36606	GO:0020037,  GO:0042554,  GO:0043020
EDO46023	GO:0004523,  GO:0005634,  GO:0005654,  GO:0006401,  GO:0009259,  GO:0032299
EDO36619	
EDO46715	GO:0005887
EDO36581	GO:0000209,  GO:0005524,  GO:0005634,  GO:0030071,  GO:0031145,  GO:0061631
EDO41555	GO:0005773,  GO:0006624,  GO:0016021,  GO:0043231
EDO48852	GO:0005802,  GO:0016021
EDO34140	
EDO30340	GO:0004842
EDO46624	GO:0008376,  GO:0032580
EDO49490	GO:0016021
EDO47129	GO:0005506,  GO:0006707,  GO:0016021,  GO:0020037,  GO:0033781
EDO42363	
EDO44911	GO:0019369,  GO:0046340
EDO31042	
EDO48811	GO:0001164,  GO:0005668,  GO:0042790,  GO:0070860
EDO46342	GO:0003676,  GO:0004809,  GO:0005737,  GO:0008168
EDO47343	GO:0016021
EDO31044	
EDO46870	
EDO32735	GO:0003824,  GO:0005741,  GO:0034587
EDO47235	GO:0000028,  GO:0003729,  GO:0003735,  GO:0005840,  GO:0006412,  GO:0019843,  GO:0022627
EDO37104	GO:0016021
EDO33853	
EDO44435	GO:0003676
EDO40773	GO:0005509
EDO49493	GO:0007275,  GO:0030154
EDO36473	GO:0004930,  GO:0004983,  GO:0005887,  GO:0007186
EDO45136	GO:0003924,  GO:0005525,  GO:0005886,  GO:0007265,  GO:0019003
EDO48563	GO:0006729,  GO:0008124
EDO39949	GO:0006729,  GO:0008124
EDO44975	GO:0003735,  GO:0006412,  GO:0022625
EDO49952	GO:0031514,  GO:0044782
EDO44848	GO:0016021
EDO41852	GO:0005623,  GO:0045454
EDO30837	GO:0005887
EDO26732	
EDO37254	GO:0001055,  GO:0003677,  GO:0005665,  GO:0046983
EDO40933	GO:0007165,  GO:0043087
EDO44378	GO:0000118,  GO:0003714,  GO:0006357,  GO:0016575
EDO43830	GO:0005886,  GO:0072659
EDO30176	GO:0005737,  GO:0005739,  GO:0005975,  GO:0006099,  GO:0006108,  GO:0030060
EDO48344	
EDO41198	GO:0000790,  GO:0003713,  GO:0016279,  GO:0018021,  GO:0018023,  GO:0018026,  GO:0018027,  GO:0018064,  GO:0030047,  GO:0042800,  GO:0045944,  GO:0046975
EDO32896	GO:0000287,  GO:0003824,  GO:0030976
EDO33627	GO:0016180,  GO:0032039
EDO33266	GO:0005829,  GO:0006111,  GO:0006730,  GO:0016594,  GO:0017174,  GO:0032259,  GO:0042802,  GO:0046498,  GO:0046500,  GO:0051289,  GO:1901052,  GO:1904047
EDO40634	GO:0005634,  GO:0005737,  GO:0008270
EDO34041	
EDO36498	GO:0005096,  GO:0006886,  GO:0017137,  GO:0090630
EDO49095	
EDO44209	
EDO36963	GO:0000398,  GO:0005681
EDO42998	
EDO33830	
EDO36136	GO:0016702
EDO39810	
EDO49145	GO:0003777,  GO:0005524,  GO:0005634,  GO:0005871,  GO:0005874,  GO:0005876,  GO:0007018,  GO:0008017,  GO:0008574,  GO:0016887,  GO:0090307
EDO39057	GO:0005634,  GO:0006338,  GO:0032452,  GO:0032454,  GO:0035097,  GO:0051864
EDO40678	
EDO48060	GO:0005786,  GO:0006617,  GO:0008312
EDO43711	GO:0004001,  GO:0005634,  GO:0005829,  GO:0006166
EDO41768	GO:0005737,  GO:0016021
EDO44633	GO:0017101,  GO:0043517
EDO38723	GO:0016021
EDO40426	GO:0016021
KII63150	GO:0006672,  GO:0016021,  GO:0016811
EDO42023	GO:0004930,  GO:0007166,  GO:0016021
EDO32254	GO:0003723,  GO:0003724,  GO:0005524,  GO:0005739,  GO:1902775
EDO42910	
EDO39062	GO:0000118,  GO:0004407,  GO:0032041,  GO:0045944,  GO:0046872,  GO:0070932,  GO:0070933
EDO36085	GO:0030168
EDO46557	GO:0005615,  GO:0007275,  GO:0017147,  GO:0060070,  GO:0090090
EDO38835	GO:0051260
EDO40355	GO:0000978,  GO:0003700,  GO:0005634,  GO:0030154,  GO:0043565,  GO:0045944
EDO39723	
EDO43388	
EDO36892	GO:0001401,  GO:0016021,  GO:0033108,  GO:0034622,  GO:0045040,  GO:0065003
EDO40684	GO:0003951,  GO:0004143,  GO:0005524,  GO:0007205,  GO:0035556,  GO:0046339,  GO:0046486,  GO:0046834
KII63018	
EDO36160	GO:0004127,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006207,  GO:0006221,  GO:0009041
EDO32360	
EDO36194	GO:0004322,  GO:0005623,  GO:0005739,  GO:0006879,  GO:0007005,  GO:0008198,  GO:0008199,  GO:0018283,  GO:0034986,  GO:0051537
EDO38593	GO:0015031,  GO:0016021,  GO:0016192
EDO40211	GO:0016021
EDO43591	
EDO38925	GO:0016021
EDO38559	GO:0000398,  GO:0003723,  GO:0005634,  GO:0005686,  GO:1990904
EDO37629	GO:0004930,  GO:0016021
EDO31495	GO:0005829,  GO:0035091,  GO:0042147
EDO27778	GO:0005737,  GO:0005747,  GO:0016491,  GO:0032981
EDO41550	GO:0000994,  GO:0001030,  GO:0001031,  GO:0001032,  GO:0005634,  GO:0005737,  GO:0016480
EDO30954	
EDO44263	GO:0000166,  GO:0000287,  GO:0005829,  GO:0008253,  GO:0009117,  GO:0046085
KII64362	GO:0000502,  GO:0030234,  GO:0042176
EDO50066	GO:0003400,  GO:0005090,  GO:0005096,  GO:0009306,  GO:0030176,  GO:0051020
EDO42466	GO:0005623,  GO:0016021,  GO:0045454
EDO35169	GO:0016021
EDO47320	GO:0004856,  GO:0005829,  GO:0005997,  GO:0016310,  GO:0016773,  GO:0042732
EDO29870	GO:0004856,  GO:0005829,  GO:0005997,  GO:0016310,  GO:0016773
EDO49715	GO:0046872
EDO28566	
EDO43526	GO:0007018,  GO:0008569,  GO:0030286,  GO:0045505,  GO:0051959
EDO38045	GO:0004842
EDO35729	GO:0003713,  GO:0005912,  GO:0007155,  GO:0016342,  GO:0019903,  GO:0035257,  GO:0045294,  GO:0045296,  GO:0045944
EDO41829	GO:0005509,  GO:0005783,  GO:0017156
EDO33547	GO:0003723,  GO:0003735,  GO:0006412,  GO:0019843,  GO:0022627
EDO43158	
EDO46647	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0006468,  GO:0035556
EDO49542	GO:0000723,  GO:0000724,  GO:0005730,  GO:0006289,  GO:0030896,  GO:0031573,  GO:0033314,  GO:0035861,  GO:0044778
EDO47490	GO:0000287,  GO:0003824,  GO:0006107
EDO37167	GO:0004725,  GO:0005634,  GO:0005737,  GO:0008138
EDO34677	GO:0005847,  GO:0006378,  GO:0098789
EDO33650	GO:0003700,  GO:0006357
EDO36594	GO:0005634
EDO43576	GO:0005783
EDO38510	GO:0005634,  GO:0006511,  GO:0008418
EDO33905	GO:0003735,  GO:0005739,  GO:0005762,  GO:0006412
EDO47250	GO:0003712,  GO:0005634,  GO:0006357,  GO:0016592,  GO:0045944
EDO49770	GO:0003690,  GO:0005739,  GO:0006355,  GO:0006390,  GO:0061668
EDO31551	GO:0006520,  GO:0008615,  GO:0016843,  GO:0042823
EDO49787	GO:0015218,  GO:0016021,  GO:1990519
EDO46199	GO:0005412,  GO:0005886,  GO:0016021
EDO48646	GO:0000159,  GO:0005634,  GO:0005829,  GO:0006470,  GO:0007165,  GO:0031952,  GO:0072542
EDO31108	
EDO47793	GO:0004713,  GO:0005154,  GO:0005524,  GO:0008283,  GO:0030335,  GO:0031532,  GO:0042058,  GO:0051092
EDO35001	GO:0016021
EDO48379	GO:0016661
EDO43110	GO:0003677,  GO:0004518,  GO:0005509
EDO34339	GO:0004000,  GO:0006154,  GO:0046103
EDO30644	
EDO41509	
EDO38942	
EDO49813	GO:0003676
EDO45753	GO:0016702,  GO:0046872
EDO45146	GO:0006364,  GO:0019843,  GO:0030515,  GO:0032040,  GO:0034457
EDO27354	GO:0005216,  GO:0016021
EDO43775	GO:0006633,  GO:0016616,  GO:0048038,  GO:0055114
EDO31081	GO:0003713,  GO:0005669,  GO:0008134,  GO:0046982,  GO:0051123
EDO46566	GO:0015031,  GO:0016021,  GO:0016192
KII68752	GO:0003676,  GO:0015074
EDO48980	GO:0000460,  GO:0000470,  GO:0005654,  GO:0030687,  GO:0070545
EDO40408	GO:0003924,  GO:0005525,  GO:0005768,  GO:0005886,  GO:0006886,  GO:0006904,  GO:0008021,  GO:0009306,  GO:0012505,  GO:0017157,  GO:0032482,  GO:0072659
EDO39219	GO:0003723,  GO:0003735,  GO:0006412,  GO:0022625,  GO:0042273
EDO36829	GO:0033925
EDO45177	GO:0000977,  GO:0000981,  GO:0005634,  GO:0007417
EDO29452	GO:0005737,  GO:0005886
EDO38371	GO:0003948,  GO:0005737,  GO:0006517
EDO40583	
EDO40607	GO:0052689,  GO:0055088
KII74908	GO:0003676,  GO:0004190,  GO:0008270,  GO:0015074
EDO37411	
EDO35895	GO:0006412,  GO:0042586,  GO:0046872
EDO32807	
EDO27261	GO:0016021
EDO37543	GO:0003676
EDO33361	GO:0016491,  GO:0046872
EDO36676	GO:0008083
EDO27798	GO:0005794,  GO:0015014,  GO:0015016,  GO:0019213,  GO:0042328
EDO34011	GO:0015016,  GO:0016787
EDO45201	GO:0005085,  GO:0035556
EDO34374	
EDO40660	GO:0005742,  GO:0008320,  GO:0030150
EDO28444	GO:0005509,  GO:0005544
EDO44793	GO:0005509
EDO39692	GO:0016021,  GO:0019706
EDO31784	GO:0000139,  GO:0006891,  GO:0015031,  GO:0017119
EDO39004	GO:0006511,  GO:0019902,  GO:0031464
EDO44241	GO:0006468,  GO:0016310,  GO:0016773
EDO31480	GO:0003677,  GO:0005634
EDO46684	GO:0006364
EDO47266	GO:0000724,  GO:0003676,  GO:0005524,  GO:0005634,  GO:0005694,  GO:0005737,  GO:0006268,  GO:0006281,  GO:0006310,  GO:0009378,  GO:0032508,  GO:0043138
EDO43545	GO:0000290,  GO:0000339,  GO:0000932,  GO:0003723,  GO:0006397,  GO:0016070,  GO:1990726
EDO40842	GO:0004365,  GO:0005829,  GO:0006006,  GO:0006096,  GO:0050661,  GO:0051287
EDO46281	GO:0004843,  GO:0008237,  GO:0008541,  GO:0016579,  GO:0043161,  GO:0061578,  GO:0070628
EDO41214	GO:0003735,  GO:0005763,  GO:0006412
EDO37882	GO:0005509,  GO:0007156,  GO:0016020
EDO41337	GO:0005249,  GO:0005251,  GO:0008076,  GO:0016021,  GO:0034765,  GO:0051260,  GO:0071805
EDO37788	GO:0003735,  GO:0006412,  GO:0015935,  GO:0022627
EDO33914	GO:0004930,  GO:0016021
EDO49899	GO:0004930,  GO:0016021,  GO:0071880
EDO43183	GO:0004930,  GO:0016021
EDO33166	GO:0004843,  GO:0005829,  GO:0016807,  GO:0071108,  GO:0071944,  GO:1990380
EDO39919	GO:0003924,  GO:0006886,  GO:0012505,  GO:0032482
EDO40923	GO:0000298,  GO:0005634,  GO:0005737,  GO:0008486,  GO:0034431,  GO:0034432,  GO:0050072,  GO:0071543,  GO:1901907,  GO:1901909,  GO:1901911
EDO47740	GO:0003735,  GO:0005739,  GO:0005840,  GO:0006412
EDO32403	GO:0005634,  GO:0005737,  GO:0016567,  GO:0019941,  GO:0031386,  GO:0031625
EDO32547	GO:0005634,  GO:0005737,  GO:0016567,  GO:0019941,  GO:0031386,  GO:0031625
EDO43889	GO:0007186
EDO46561	
EDO47738	GO:0000965,  GO:0003724,  GO:0006401,  GO:0045025
EDO37146	GO:0005789,  GO:0016021,  GO:0030433,  GO:0030544,  GO:0051085,  GO:0071218
EDO33764	
EDO43865	GO:0000147,  GO:0005884,  GO:0006897,  GO:0007015,  GO:0008360,  GO:0030048,  GO:0051015,  GO:0051127,  GO:0051666,  GO:2000601
EDO45645	GO:0004540,  GO:0008033
EDO32646	GO:0005634,  GO:0005737,  GO:0005876,  GO:0043027,  GO:0043154,  GO:0090307
EDO39065	GO:0000014,  GO:0000110,  GO:0000712,  GO:0000724,  GO:0003684,  GO:0003697,  GO:0006296,  GO:1901255
EDO34535	GO:0051298,  GO:0071539,  GO:0090222
EDO31831	GO:0003824
EDO47815	GO:0000221,  GO:0008553,  GO:0046961
EDO49499	GO:0005509,  GO:0016021
EDO41704	GO:0005643,  GO:0017056
EDO43752	GO:0005089,  GO:0035023
EDO43753	GO:0005085
EDO49658	GO:0003682,  GO:0005671,  GO:0006338,  GO:0006355,  GO:0008134,  GO:0043967
EDO49657	GO:0003682,  GO:0005671,  GO:0006338,  GO:0006355,  GO:0008134,  GO:0043967
EDO44827	GO:0005634,  GO:0006368,  GO:0016570,  GO:0016593,  GO:0032968,  GO:1990269
EDO38368	GO:0005887,  GO:0016485
EDO39035	GO:0005656,  GO:0006364,  GO:0030174,  GO:0097344
EDO45156	GO:0006886,  GO:0016192,  GO:0030131
EDO49371	
EDO44786	GO:0000278,  GO:0003682,  GO:0006261,  GO:0006281,  GO:0006974,  GO:0031298,  GO:0043596
EDO42785	GO:0046872
KII64577	
KII64006	
EDO44629	
EDO48016	
EDO28696	GO:0016021
EDO44587	GO:0003723,  GO:0005829,  GO:0017108,  GO:0017116,  GO:0033567,  GO:0035194,  GO:0043186
EDO46659	GO:0003950,  GO:0006471
EDO49146	GO:0000388,  GO:0000398,  GO:0003723,  GO:0003724,  GO:0005524,  GO:0005634,  GO:0005681
EDO47415	GO:0005509,  GO:0007009,  GO:0016021,  GO:0016079,  GO:0098793
EDO39525	GO:0000183,  GO:0003677,  GO:0005720
EDO39342	GO:0001882,  GO:0003682,  GO:0003688,  GO:0003697,  GO:0003887,  GO:0005658,  GO:0006272,  GO:0006273,  GO:0017076,  GO:0019103,  GO:0046872,  GO:0051539,  GO:1902975
EDO46571	GO:0000779,  GO:0000799,  GO:0003682,  GO:0007076,  GO:0010032,  GO:0042393,  GO:0051304
EDO44103	GO:0000126,  GO:0000978,  GO:0000979,  GO:0001016,  GO:0003700,  GO:0005667,  GO:0005669,  GO:0006366,  GO:0008134,  GO:0070898
EDO40504	GO:0000398,  GO:0005681
EDO36224	GO:0005524,  GO:0005795,  GO:0006891,  GO:0016887,  GO:0035494,  GO:0043001,  GO:0048211
EDO37155	GO:0005623,  GO:0016853,  GO:0045454
EDO37170	GO:0003676,  GO:0046872
EDO35799	GO:0007165,  GO:0043087
EDO43994	GO:0000278,  GO:0005524,  GO:0005623,  GO:0005868,  GO:0005881,  GO:0005938,  GO:0007018,  GO:0007097,  GO:0008090,  GO:0008569,  GO:0030286,  GO:0031122,  GO:0045505,  GO:0051293,  GO:0051959,  GO:0072382,  GO:1904115
EDO36082	GO:0003824,  GO:0009058,  GO:0016021,  GO:0030170
EDO37677	GO:0000281,  GO:0004674,  GO:0005524
EDO26849	
EDO44462	GO:0003924,  GO:0005525,  GO:0006886,  GO:0012505,  GO:0032482
EDO37239	
EDO47433	
EDO37004	GO:0000462,  GO:0003723,  GO:0004386,  GO:0005524,  GO:0005634,  GO:0005730
EDO41831	GO:0006405,  GO:0006606,  GO:0017056,  GO:0044611
EDO42386	GO:0000439,  GO:0003676,  GO:0005675,  GO:0006289,  GO:0006351,  GO:0006357,  GO:0008270
EDO40095	
EDO33142	
EDO39585	GO:0005524,  GO:0005634,  GO:0046872
EDO33808	GO:0008608,  GO:0034501
EDO35723	GO:0004672,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0010468,  GO:0035556
EDO33774	
EDO42802	GO:0004672,  GO:0005524
EDO33193	GO:0005887,  GO:0022841,  GO:0030322,  GO:0071805
EDO44618	GO:0005198,  GO:0006886,  GO:0006898,  GO:0030130,  GO:0030132,  GO:0032051,  GO:0045334,  GO:0071439
KII67789	GO:0003682,  GO:0005634,  GO:0007049,  GO:0010468
EDO33919	GO:0000122,  GO:0003682,  GO:0003714,  GO:0010923,  GO:0019212
EDO46542	
EDO44538	GO:0004842
EDO47948	
EDO38328	GO:0005768,  GO:0005802,  GO:0005829,  GO:0006895,  GO:0016021
EDO38329	GO:0005768,  GO:0005802,  GO:0005829,  GO:0006895
EDO44445	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0033674,  GO:0043235
EDO41317	GO:0001731,  GO:0002188,  GO:0003729,  GO:0003743
EDO39653	GO:0016592,  GO:0045893
EDO35218	
EDO37678	GO:0004674,  GO:0005737,  GO:0005856,  GO:0018107,  GO:0031032,  GO:0035556
EDO43806	GO:0046872
EDO37794	GO:0004930,  GO:0016021
KII72460	GO:0003676
EDO47736	GO:0003676
EDO35495	GO:0016021
EDO47568	GO:0003924,  GO:0005525,  GO:0006886,  GO:0012505,  GO:0032482
EDO47013	GO:0001736,  GO:0060271
EDO43692	GO:0006915,  GO:0019901
EDO48773	GO:0004842,  GO:0005164,  GO:0008270,  GO:0033209,  GO:0042981,  GO:0043122,  GO:0046330,  GO:0070534
EDO36928	GO:0004571,  GO:0005509,  GO:0008152,  GO:0016020
EDO42458	GO:0005634,  GO:0005737,  GO:0031072
EDO47053	GO:0003743,  GO:0005739,  GO:0032790,  GO:0043022,  GO:0070124
EDO48174	GO:0008234
KII70026	
EDO30665	GO:0008233
KII69298	GO:0004483,  GO:0006370
EDO40717	GO:0003729,  GO:0005634,  GO:0006397,  GO:0031123
KII67579	GO:0004418,  GO:0018160,  GO:0033014
EDO27824	GO:0005576
EDO45865	GO:0004660,  GO:0005965,  GO:0008270,  GO:0018342,  GO:0018343
EDO35492	GO:0003735,  GO:0005762,  GO:0006412
EDO43879	
EDO42521	
EDO49921	
EDO44604	GO:0005682
EDO41616	GO:0016491
EDO47042	GO:0004342,  GO:0005737,  GO:0005975,  GO:0006043,  GO:0006046,  GO:0006048,  GO:0019262,  GO:0042802
EDO43416	GO:0003735,  GO:0006412,  GO:0022625
EDO40380	GO:0005634,  GO:0006355,  GO:0043486
EDO44710	GO:0000139,  GO:0005783,  GO:0005794,  GO:0006486,  GO:0006493,  GO:0008375,  GO:0008376,  GO:0008378,  GO:0016021,  GO:0016758
EDO36733	
EDO39465	GO:0003924,  GO:0005525,  GO:0005737,  GO:0005938,  GO:0007015,  GO:0007163,  GO:0007266,  GO:0008360,  GO:0016477,  GO:0019901,  GO:0030334,  GO:0030950,  GO:0031410,  GO:0032153,  GO:0032956,  GO:0043231,  GO:0051017
EDO47476	GO:0000972,  GO:0003723,  GO:0005643,  GO:0006405,  GO:0006406,  GO:0043130
EDO37109	GO:0000049,  GO:0016301
EDO39761	GO:0004714,  GO:0005524,  GO:0005887,  GO:0007169,  GO:0007275,  GO:0007399,  GO:0010976,  GO:0014068,  GO:0033674,  GO:0043235,  GO:0043408,  GO:0043410
EDO42759	GO:0003874,  GO:0005739,  GO:0006729,  GO:0046872
EDO37306	GO:0005506,  GO:0005783,  GO:0016705,  GO:0018401,  GO:0031418
EDO31482	GO:0005506,  GO:0016705,  GO:0031418
EDO37982	
EDO27570	
EDO42650	GO:0005634,  GO:0006355,  GO:0016571,  GO:0016586,  GO:0031490,  GO:0035098
EDO43018	GO:0004631,  GO:0005524,  GO:0005777,  GO:0006695,  GO:0019287
EDO28304	
EDO49513	GO:0004860,  GO:0005737,  GO:0035556,  GO:0061099
EDO49816	
EDO41737	GO:0000183,  GO:0005677,  GO:0005730,  GO:0006364,  GO:0008168,  GO:0032259,  GO:0033553,  GO:0035064,  GO:0042149,  GO:0046015
EDO46944	GO:0005975,  GO:0016773
EDO38060	GO:0005085,  GO:0032008,  GO:0060090,  GO:0071230,  GO:0071986
EDO39734	
EDO42704	GO:0045127
EDO46144	GO:0004674,  GO:0005524,  GO:0005634,  GO:0005737,  GO:0005856,  GO:0018105,  GO:0018107
EDO34007	GO:0005813
EDO34645	
EDO47726	
EDO30362	GO:0004622,  GO:0005789,  GO:0006644,  GO:0008081,  GO:0016021,  GO:0046475
EDO35013	GO:0001732,  GO:0002191,  GO:0003743,  GO:0005852,  GO:0006413,  GO:0016282,  GO:0033290,  GO:0098808
EDO34951	GO:0003676
KII74210	GO:0016021
EDO35877	GO:0005737
EDO46626	GO:0030014
EDO40385	GO:0007275,  GO:0030154
EDO42569	GO:0006886,  GO:0012505,  GO:0016055,  GO:0017147,  GO:0031301,  GO:0061355
EDO40336	GO:0003723,  GO:0005730,  GO:0032040
EDO38691	GO:0005524,  GO:0006139,  GO:0019205
EDO32930	GO:0003756,  GO:0005623,  GO:0005783,  GO:0006457,  GO:0009986,  GO:0034976,  GO:0045454
EDO43563	GO:0006303,  GO:0032807,  GO:0045027,  GO:0070419
EDO48141	
EDO44624	
EDO34589	
EDO40075	GO:0003341,  GO:0007018,  GO:0036157,  GO:0036158,  GO:0045503,  GO:0045504
EDO30448	
EDO47172	GO:0000127,  GO:0070898
EDO41610	GO:0005794,  GO:0005874,  GO:0008017,  GO:0017137,  GO:0031514,  GO:0034613,  GO:0048870
EDO38265	GO:0016021,  GO:0046872
EDO38468	GO:0005576,  GO:0030414
EDO45815	
EDO37061	GO:0000176,  GO:0000460
EDO33030	GO:0000030,  GO:0005789,  GO:0006506,  GO:0016021,  GO:1990529
EDO42231	GO:0003723,  GO:0004815,  GO:0005524,  GO:0005829,  GO:0006422,  GO:0017101
EDO36176	GO:0003727,  GO:0003729,  GO:0005737,  GO:0008270,  GO:0045182,  GO:2000767
EDO44856	GO:0004300,  GO:0005739,  GO:0006635
EDO43361	GO:0003700,  GO:0005634,  GO:0043565
EDO43056	GO:0005789,  GO:0005793,  GO:0006888,  GO:0030134,  GO:0030173
EDO35356	
EDO46619	GO:0005509,  GO:0006851
EDO36496	GO:0006886,  GO:0006890,  GO:0007030,  GO:0017119
EDO38393	GO:0000493,  GO:0001522,  GO:0003723,  GO:0005634,  GO:0005732,  GO:0042254
EDO28253	GO:0004175,  GO:0004298,  GO:0005634,  GO:0005737,  GO:0005839,  GO:0010498,  GO:0010499,  GO:0019773,  GO:0043161
EDO39299	
EDO42540	GO:0003735,  GO:0005739
EDO37210	GO:0004132,  GO:0005737,  GO:0006226,  GO:0006231,  GO:0008270
EDO35795	GO:0005794,  GO:0006890,  GO:0016021
EDO32311	
EDO46323	GO:0000724,  GO:0003697,  GO:0016887,  GO:0097196
EDO48095	GO:0005744,  GO:0030150,  GO:0031305
EDO40506	
EDO29609	
EDO35294	GO:0005509
EDO37939	GO:0000032,  GO:0004476,  GO:0005829,  GO:0005975,  GO:0006486,  GO:0008270,  GO:0009298
EDO45070	GO:0003941,  GO:0004794,  GO:0006565,  GO:0006567
EDO45629	
EDO46597	GO:0005576,  GO:0005886,  GO:0007275,  GO:0016021,  GO:0017147,  GO:0042813,  GO:0060070
EDO39112	GO:0016021,  GO:0055085
EDO33900	GO:0000981,  GO:0001568,  GO:0005634,  GO:0006357,  GO:0009653,  GO:0030154,  GO:0043565
EDO44235	GO:0005737,  GO:0005885,  GO:0016477,  GO:0034314,  GO:0051015
EDO45800	
EDO44158	GO:0005634,  GO:0005737,  GO:0006606,  GO:0008139,  GO:0008536,  GO:0061608
EDO47653	GO:0004029
EDO48604	GO:0000836,  GO:0012505,  GO:0016021,  GO:0030433,  GO:0061630
EDO48072	GO:0003924,  GO:0005525,  GO:0005802,  GO:0006886,  GO:0012505,  GO:0016192,  GO:0032438,  GO:0032482,  GO:0042470
EDO36646	GO:0016021
EDO38224	GO:0003729,  GO:0005634,  GO:0035196
EDO38224	
EDO39808	GO:0004128,  GO:0016021,  GO:0071949
EDO44930	GO:0003924,  GO:0005525,  GO:0005634,  GO:0005737
EDO45860	GO:0016021
EDO48698	GO:0000122,  GO:0003677,  GO:0005730,  GO:0006364
EDO45006	GO:0006506,  GO:0016021,  GO:0017176
EDO39255	
EDO36653	GO:0003997,  GO:0005504,  GO:0005777,  GO:0033540,  GO:0050660,  GO:0055088,  GO:0071949
EDO36279	GO:0003997,  GO:0005504,  GO:0005777,  GO:0033540,  GO:0050660,  GO:0055088,  GO:0071949
EDO45622	GO:0004674,  GO:0005524,  GO:0005737,  GO:0005886,  GO:0007216,  GO:0035256,  GO:2001256
EDO47412	GO:0003712,  GO:0006357,  GO:0016592
EDO42657	
EDO29396	
EDO47586	GO:0002181,  GO:0005525,  GO:0005737
EDO47413	GO:0030246
EDO48956	GO:0003676
EDO36298	GO:0046983
EDO30202	GO:0000398,  GO:0003723,  GO:0005682,  GO:0005685,  GO:0005686,  GO:0005687,  GO:0005737,  GO:0046540,  GO:0071004,  GO:0071013
EDO30637	GO:0006511,  GO:0016567,  GO:0019005,  GO:0031146
